species,observation_id,observation_url,photo_id,photo_url_original,licence,attribution,observer_login,observer_name,observed_on,place_guess,quality_grade,obscured,latitude,longitude,width,height,downloaded,file,size_obtained
Cyrtosperma johnstonii,334770790,https://www.inaturalist.org/observations/334770790,608011921,https://inaturalist-open-data.s3.amazonaws.com/photos/608011921/original.jpg,cc-by-nc,"(c) Thomas Bauer, some rights reserved (CC BY-NC)",thomas39811,Thomas Bauer,2026-01-15,"Johnstone, AU-QL, AU",research,False,-17.8271631689,146.0517566567,1152,2048,yes,johnstonii/inat-334770790-608011921-thomas39811.jpg,original
Cyrtosperma,335481480,https://www.inaturalist.org/observations/335481480,609458122,https://static.inaturalist.org/photos/609458122/original.jpg,all rights reserved,"(c) Luis Sibira, all rights reserved",pasttier,Luis Sibira,2026-01-19,Vivero Falcón,casual,False,10.6566975491,-71.6092625633,2048,1542,yes,sp/inat-335481480-609458122-pasttier.jpg,original
Cyrtosperma,335481480,https://www.inaturalist.org/observations/335481480,609458139,https://static.inaturalist.org/photos/609458139/original.jpg,all rights reserved,"(c) Luis Sibira, all rights reserved",pasttier,Luis Sibira,2026-01-19,Vivero Falcón,casual,False,10.6566975491,-71.6092625633,2048,1542,yes,sp/inat-335481480-609458139-pasttier.jpg,original
Cyrtosperma,336338442,https://www.inaturalist.org/observations/336338442,611178675,https://static.inaturalist.org/photos/611178675/original.jpg,all rights reserved,"(c) Lena Chow, all rights reserved",lenachow,Lena Chow,2026-01-27,"MacRitchie Reservoir, Singapore",needs_id,False,1.3447621,103.8223506,2048,1536,yes,sp/inat-336338442-611178675-lenachow.jpg,original
Cyrtosperma hayii,338003433,https://www.inaturalist.org/observations/338003433,614578356,https://inaturalist-open-data.s3.amazonaws.com/photos/614578356/original.jpg,cc-by-nc,"(c) Hakim, some rights reserved (CC BY-NC)",abduelhakim,Hakim,2026-02-08,"43PM+WQ4, Ayambori, Manokwari Timur, Manokwari Regency, West Papua 98312, Indonesia",needs_id,False,-0.8639055556,134.0852944444,1537,2048,yes,hayii/inat-338003433-614578356-abduelhakim.jpg,original
Cyrtosperma hayii,338003433,https://www.inaturalist.org/observations/338003433,614578385,https://inaturalist-open-data.s3.amazonaws.com/photos/614578385/original.jpg,cc-by-nc,"(c) Hakim, some rights reserved (CC BY-NC)",abduelhakim,Hakim,2026-02-08,"43PM+WQ4, Ayambori, Manokwari Timur, Manokwari Regency, West Papua 98312, Indonesia",needs_id,False,-0.8639055556,134.0852944444,1537,2048,yes,hayii/inat-338003433-614578385-abduelhakim.jpg,original
Cyrtosperma hayii,338003433,https://www.inaturalist.org/observations/338003433,614578427,https://inaturalist-open-data.s3.amazonaws.com/photos/614578427/original.jpg,cc-by-nc,"(c) Hakim, some rights reserved (CC BY-NC)",abduelhakim,Hakim,2026-02-08,"43PM+WQ4, Ayambori, Manokwari Timur, Manokwari Regency, West Papua 98312, Indonesia",needs_id,False,-0.8639055556,134.0852944444,1537,2048,yes,hayii/inat-338003433-614578427-abduelhakim.jpg,original
Cyrtosperma hayii,338003433,https://www.inaturalist.org/observations/338003433,614578453,https://inaturalist-open-data.s3.amazonaws.com/photos/614578453/original.jpg,cc-by-nc,"(c) Hakim, some rights reserved (CC BY-NC)",abduelhakim,Hakim,2026-02-08,"43PM+WQ4, Ayambori, Manokwari Timur, Manokwari Regency, West Papua 98312, Indonesia",needs_id,False,-0.8639055556,134.0852944444,1537,2048,yes,hayii/inat-338003433-614578453-abduelhakim.jpg,original
Cyrtosperma,338523943,https://www.inaturalist.org/observations/338523943,615655078,https://inaturalist-open-data.s3.amazonaws.com/photos/615655078/original.jpg,cc-by-nc-sa,"(c) Yanuar Ishaq Dc, some rights reserved (CC BY-NC-SA)",yanuar_idc,Yanuar Ishaq Dc,2026-02-11,"Manokwari Barat, Manokwari, West Papua, ID",needs_id,False,-0.8561333333,134.0801555,2048,1152,yes,sp/inat-338523943-615655078-yanuar-idc.jpg,original
Cyrtosperma,338523943,https://www.inaturalist.org/observations/338523943,615655138,https://inaturalist-open-data.s3.amazonaws.com/photos/615655138/original.jpg,cc-by-nc-sa,"(c) Yanuar Ishaq Dc, some rights reserved (CC BY-NC-SA)",yanuar_idc,Yanuar Ishaq Dc,2026-02-11,"Manokwari Barat, Manokwari, West Papua, ID",needs_id,False,-0.8561333333,134.0801555,2048,1152,yes,sp/inat-338523943-615655138-yanuar-idc.jpg,original
Cyrtosperma merkusii,340261947,https://www.inaturalist.org/observations/340261947,619172475,https://inaturalist-open-data.s3.amazonaws.com/photos/619172475/original.jpg,cc-by-nc,"(c) Burt Kilmete, some rights reserved (CC BY-NC)",burt_kilmete,Burt Kilmete,2026-02-26,FM,casual,False,6.90775,158.1469278333,1152,2048,yes,merkusii/inat-340261947-619172475-burt-kilmete.jpg,original
Cyrtosperma merkusii,340268399,https://www.inaturalist.org/observations/340268399,619183924,https://inaturalist-open-data.s3.amazonaws.com/photos/619183924/original.jpg,cc-by-nc,"(c) Trisden Sercy, some rights reserved (CC BY-NC)",trisden,Trisden Sercy,2026-02-26,"College Road, FM",casual,False,6.9109293306,158.1575371699,1152,2048,yes,merkusii/inat-340268399-619183924-trisden.jpg,original
Cyrtosperma merkusii,340274566,https://www.inaturalist.org/observations/340274566,619197283,https://inaturalist-open-data.s3.amazonaws.com/photos/619197283/original.jpg,cc-by-nc,"(c) Joseph Haleyalmang, some rights reserved (CC BY-NC)",joseph43729,Joseph Haleyalmang,2026-02-26,"Kitti Circle Island Road, FM",casual,False,6.9111,158.161775,1536,2048,yes,merkusii/inat-340274566-619197283-joseph43729.jpg,original
Cyrtosperma merkusii,340275013,https://www.inaturalist.org/observations/340275013,619197987,https://inaturalist-open-data.s3.amazonaws.com/photos/619197987/original.jpg,cc-by-nc,"(c) Baldezzar Yangirsemaliu, some rights reserved (CC BY-NC)",baldezzar,Baldezzar Yangirsemaliu,2026-02-26,"College Road, FM",casual,False,6.9098666667,158.1613471667,1536,2048,yes,merkusii/inat-340275013-619197987-baldezzar.jpg,original
Cyrtosperma carrii,341826038,https://www.inaturalist.org/observations/341826038,622360760,https://inaturalist-open-data.s3.amazonaws.com/photos/622360760/original.jpg,cc-by-nc,"(c) isjo, some rights reserved (CC BY-NC)",isjo,,2012-08-18,"80 Munich-Neuhausen-Nymphenburg, Alemania",casual,False,48.163805336,11.5023816892,500,741,yes,carrii/inat-341826038-622360760-isjo.jpg,original
Cyrtosperma carrii,341826038,https://www.inaturalist.org/observations/341826038,622360757,https://inaturalist-open-data.s3.amazonaws.com/photos/622360757/original.jpg,cc-by-nc,"(c) isjo, some rights reserved (CC BY-NC)",isjo,,2012-08-18,"80 Munich-Neuhausen-Nymphenburg, Alemania",casual,False,48.163805336,11.5023816892,683,500,yes,carrii/inat-341826038-622360757-isjo.jpg,original
Cyrtosperma johnstonii,341826138,https://www.inaturalist.org/observations/341826138,622361124,https://inaturalist-open-data.s3.amazonaws.com/photos/622361124/original.jpg,cc-by-nc,"(c) isjo, some rights reserved (CC BY-NC)",isjo,,2011-08-19,"Berlín-Steglitz-Zehlendorf, Alemania",casual,False,52.4561280543,13.307944368,500,755,yes,johnstonii/inat-341826138-622361124-isjo.jpg,original
Cyrtosperma merkusii,342828314,https://www.inaturalist.org/observations/342828314,624361821,https://inaturalist-open-data.s3.amazonaws.com/photos/624361821/original.jpg,cc-by-nc,"(c) surinkumar, some rights reserved (CC BY-NC)",surinkumar,,2026-03-13,"Central Water Catchment, Singapore",needs_id,False,1.3487197679,103.8094738139,2048,1366,yes,merkusii/inat-342828314-624361821-surinkumar.jpg,original
Cyrtosperma merkusii,342828314,https://www.inaturalist.org/observations/342828314,624367731,https://inaturalist-open-data.s3.amazonaws.com/photos/624367731/original.jpg,cc-by-nc,"(c) surinkumar, some rights reserved (CC BY-NC)",surinkumar,,2026-03-13,"Central Water Catchment, Singapore",needs_id,False,1.3487197679,103.8094738139,1365,2048,yes,merkusii/inat-342828314-624367731-surinkumar.jpg,original
Cyrtosperma merkusii,342828314,https://www.inaturalist.org/observations/342828314,624367758,https://inaturalist-open-data.s3.amazonaws.com/photos/624367758/original.jpg,cc-by-nc,"(c) surinkumar, some rights reserved (CC BY-NC)",surinkumar,,2026-03-13,"Central Water Catchment, Singapore",needs_id,False,1.3487197679,103.8094738139,1365,2048,yes,merkusii/inat-342828314-624367758-surinkumar.jpg,original
Cyrtosperma merkusii,343928781,https://www.inaturalist.org/observations/343928781,626592557,https://static.inaturalist.org/photos/626592557/original.jpg,all rights reserved,"(c) Mike Hooper, all rights reserved",mike_hooper,Mike Hooper,2026-02-08,"Central Water Catchment, Singapore",needs_id,False,1.3990416667,103.8076633333,2048,1365,yes,merkusii/inat-343928781-626592557-mike-hooper.jpg,original
Cyrtosperma merkusii,343928781,https://www.inaturalist.org/observations/343928781,626592778,https://static.inaturalist.org/photos/626592778/original.jpg,all rights reserved,"(c) Mike Hooper, all rights reserved",mike_hooper,Mike Hooper,2026-02-08,"Central Water Catchment, Singapore",needs_id,False,1.3990416667,103.8076633333,2048,1365,yes,merkusii/inat-343928781-626592778-mike-hooper.jpg,original
Cyrtosperma merkusii,343928781,https://www.inaturalist.org/observations/343928781,626592801,https://static.inaturalist.org/photos/626592801/original.jpg,all rights reserved,"(c) Mike Hooper, all rights reserved",mike_hooper,Mike Hooper,2026-02-08,"Central Water Catchment, Singapore",needs_id,False,1.3990416667,103.8076633333,2048,1536,yes,merkusii/inat-343928781-626592801-mike-hooper.jpg,original
Cyrtosperma merkusii,343928781,https://www.inaturalist.org/observations/343928781,626592809,https://static.inaturalist.org/photos/626592809/original.jpg,all rights reserved,"(c) Mike Hooper, all rights reserved",mike_hooper,Mike Hooper,2026-02-08,"Central Water Catchment, Singapore",needs_id,False,1.3990416667,103.8076633333,1536,2048,yes,merkusii/inat-343928781-626592809-mike-hooper.jpg,original
Cyrtosperma merkusii,345863076,https://www.inaturalist.org/observations/345863076,630373919,https://inaturalist-open-data.s3.amazonaws.com/photos/630373919/original.jpg,cc-by-nc,"(c) Refer Iqbal, some rights reserved (CC BY-NC)",referiqbal,Refer Iqbal,2026-03-26,"Kabupaten Keerom, Papua, Indonesia",needs_id,False,-2.9922305556,140.9275055556,1536,2048,yes,merkusii/inat-345863076-630373919-referiqbal.jpg,original
Cyrtosperma merkusii,346876365,https://www.inaturalist.org/observations/346876365,632368618,https://inaturalist-open-data.s3.amazonaws.com/photos/632368618/original.jpg,cc-by-nc,"(c) KOFANG, some rights reserved (CC BY-NC)",cocoweb,KOFANG,2026-04-02,"Singapore, SG, SG",needs_id,False,1.3203409714,103.8159583677,1152,2048,yes,merkusii/inat-346876365-632368618-cocoweb.jpg,original
Cyrtosperma merkusii,348439274,https://www.inaturalist.org/observations/348439274,635475964,https://static.inaturalist.org/photos/635475964/original.jpg,all rights reserved,"(c) Lena Chow, all rights reserved",lenachow,Lena Chow,2026-04-08,"MacRitchie Reservoir, Singapore",needs_id,False,1.3447621,103.8223506,1536,2048,yes,merkusii/inat-348439274-635475964-lenachow.jpg,original
Cyrtosperma merkusii,348439274,https://www.inaturalist.org/observations/348439274,635476082,https://static.inaturalist.org/photos/635476082/original.jpg,all rights reserved,"(c) Lena Chow, all rights reserved",lenachow,Lena Chow,2026-04-08,"MacRitchie Reservoir, Singapore",needs_id,False,1.3447621,103.8223506,1536,2048,yes,merkusii/inat-348439274-635476082-lenachow.jpg,original
Cyrtosperma,349193443,https://www.inaturalist.org/observations/349193443,637016916,https://static.inaturalist.org/photos/637016916/original.jpg,all rights reserved,"(c) ., all rights reserved",user157,.,2026-04-12,,needs_id,True,,,2048,1364,yes,sp/inat-349193443-637016916-user157.jpg,original
Cyrtosperma,349193443,https://www.inaturalist.org/observations/349193443,637018491,https://static.inaturalist.org/photos/637018491/original.jpg,all rights reserved,"(c) ., all rights reserved",user157,.,2026-04-12,,needs_id,True,,,2048,1364,yes,sp/inat-349193443-637018491-user157.jpg,original
Cyrtosperma,349210198,https://www.inaturalist.org/observations/349210198,637015700,https://static.inaturalist.org/photos/637015700/original.jpg,all rights reserved,"(c) ., all rights reserved",user157,.,2026-04-12,,needs_id,True,,,1365,2048,yes,sp/inat-349210198-637015700-user157.jpg,original
Cyrtosperma,349210198,https://www.inaturalist.org/observations/349210198,637015760,https://static.inaturalist.org/photos/637015760/original.jpg,all rights reserved,"(c) ., all rights reserved",user157,.,2026-04-12,,needs_id,True,,,1364,2048,yes,sp/inat-349210198-637015760-user157.jpg,original
Cyrtosperma merkusii,349931334,https://www.inaturalist.org/observations/349931334,638408514,https://inaturalist-open-data.s3.amazonaws.com/photos/638408514/original.jpg,cc-by-nc,"(c) Hurreiyatun Nisa, some rights reserved (CC BY-NC)",hurreiyatun,Hurreiyatun Nisa,2026-04-15,"Simpang Sepayang, 26800 Kuala Rompin, Pahang, Malaysia",needs_id,False,2.76418,103.4997749722,934,2048,yes,merkusii/inat-349931334-638408514-hurreiyatun.jpg,original
Cyrtosperma merkusii,349931334,https://www.inaturalist.org/observations/349931334,638408557,https://inaturalist-open-data.s3.amazonaws.com/photos/638408557/original.jpg,cc-by-nc,"(c) Hurreiyatun Nisa, some rights reserved (CC BY-NC)",hurreiyatun,Hurreiyatun Nisa,2026-04-15,"Simpang Sepayang, 26800 Kuala Rompin, Pahang, Malaysia",needs_id,False,2.76418,103.4997749722,934,2048,yes,merkusii/inat-349931334-638408557-hurreiyatun.jpg,original
Cyrtosperma merkusii,349931334,https://www.inaturalist.org/observations/349931334,638408603,https://inaturalist-open-data.s3.amazonaws.com/photos/638408603/original.jpg,cc-by-nc,"(c) Hurreiyatun Nisa, some rights reserved (CC BY-NC)",hurreiyatun,Hurreiyatun Nisa,2026-04-15,"Simpang Sepayang, 26800 Kuala Rompin, Pahang, Malaysia",needs_id,False,2.76418,103.4997749722,934,2048,yes,merkusii/inat-349931334-638408603-hurreiyatun.jpg,original
Cyrtosperma merkusii,351043322,https://www.inaturalist.org/observations/351043322,640562083,https://inaturalist-open-data.s3.amazonaws.com/photos/640562083/original.jpg,cc-by-nc,"(c) Simon Lomas, some rights reserved (CC BY-NC)",distributary,Simon Lomas,2025-12-09,"Lower C, Kuala Lumpur, Kuala Lumpur, MY",needs_id,False,3.1560083333,101.6438366667,1536,2048,yes,merkusii/inat-351043322-640562083-distributary.jpg,original
Cyrtosperma merkusii,351043322,https://www.inaturalist.org/observations/351043322,640562094,https://inaturalist-open-data.s3.amazonaws.com/photos/640562094/original.jpg,cc-by-nc,"(c) Simon Lomas, some rights reserved (CC BY-NC)",distributary,Simon Lomas,2025-12-09,"Lower C, Kuala Lumpur, Kuala Lumpur, MY",needs_id,False,3.1560083333,101.6438366667,1536,2048,yes,merkusii/inat-351043322-640562094-distributary.jpg,original
Cyrtosperma merkusii,351043322,https://www.inaturalist.org/observations/351043322,640562098,https://inaturalist-open-data.s3.amazonaws.com/photos/640562098/original.jpg,cc-by-nc,"(c) Simon Lomas, some rights reserved (CC BY-NC)",distributary,Simon Lomas,2025-12-09,"Lower C, Kuala Lumpur, Kuala Lumpur, MY",needs_id,False,3.1560083333,101.6438366667,2048,1536,yes,merkusii/inat-351043322-640562098-distributary.jpg,original
Cyrtosperma merkusii,351043322,https://www.inaturalist.org/observations/351043322,640562084,https://inaturalist-open-data.s3.amazonaws.com/photos/640562084/original.jpg,cc-by-nc,"(c) Simon Lomas, some rights reserved (CC BY-NC)",distributary,Simon Lomas,2025-12-09,"Lower C, Kuala Lumpur, Kuala Lumpur, MY",needs_id,False,3.1560083333,101.6438366667,2048,1536,yes,merkusii/inat-351043322-640562084-distributary.jpg,original
Cyrtosperma merkusii,351043322,https://www.inaturalist.org/observations/351043322,640562093,https://inaturalist-open-data.s3.amazonaws.com/photos/640562093/original.jpg,cc-by-nc,"(c) Simon Lomas, some rights reserved (CC BY-NC)",distributary,Simon Lomas,2025-12-09,"Lower C, Kuala Lumpur, Kuala Lumpur, MY",needs_id,False,3.1560083333,101.6438366667,1536,2048,yes,merkusii/inat-351043322-640562093-distributary.jpg,original
Cyrtosperma merkusii,351043322,https://www.inaturalist.org/observations/351043322,640562097,https://inaturalist-open-data.s3.amazonaws.com/photos/640562097/original.jpg,cc-by-nc,"(c) Simon Lomas, some rights reserved (CC BY-NC)",distributary,Simon Lomas,2025-12-09,"Lower C, Kuala Lumpur, Kuala Lumpur, MY",needs_id,False,3.1560083333,101.6438366667,1536,2048,yes,merkusii/inat-351043322-640562097-distributary.jpg,original
Cyrtosperma merkusii,351043322,https://www.inaturalist.org/observations/351043322,640562105,https://inaturalist-open-data.s3.amazonaws.com/photos/640562105/original.jpg,cc-by-nc,"(c) Simon Lomas, some rights reserved (CC BY-NC)",distributary,Simon Lomas,2025-12-09,"Lower C, Kuala Lumpur, Kuala Lumpur, MY",needs_id,False,3.1560083333,101.6438366667,1536,2048,yes,merkusii/inat-351043322-640562105-distributary.jpg,original
Cyrtosperma merkusii,351472584,https://www.inaturalist.org/observations/351472584,641402730,https://inaturalist-open-data.s3.amazonaws.com/photos/641402730/original.jpg,cc-by-nc,"(c) Refer Iqbal, some rights reserved (CC BY-NC)",referiqbal,Refer Iqbal,2026-04-14,"Kabupaten Keerom, Papua, Indonesia",needs_id,False,-2.9906916667,140.8559277778,1536,2048,yes,merkusii/inat-351472584-641402730-referiqbal.jpg,original
Cyrtosperma merkusii,352788753,https://www.inaturalist.org/observations/352788753,643662347,https://static.inaturalist.org/photos/643662347/original.jpg,all rights reserved,"(c) jay apostol, all rights reserved",lgutourism_jayapostol,jay apostol,2026-04-24,"Apokon, Tagum, Davao del Norte, Philippines",needs_id,False,7.4319333333,125.8166416667,1536,2048,yes,merkusii/inat-352788753-643662347-lgutourism-jayapostol.jpg,original
Cyrtosperma merkusii,354863864,https://www.inaturalist.org/observations/354863864,647307964,https://static.inaturalist.org/photos/647307964/original.jpg,all rights reserved,"(c) ANNE MARIE BALADHAY, all rights reserved",hexat_anne,ANNE MARIE BALADHAY,2026-04-26,"FRH2+X7H La Filipina, Tagum, Davao del Norte, Philippines",casual,False,7.4799366468,125.8007224649,1080,1596,yes,merkusii/inat-354863864-647307964-hexat-anne.jpg,original
Cyrtosperma merkusii,355982939,https://www.inaturalist.org/observations/355982939,649173981,https://inaturalist-open-data.s3.amazonaws.com/photos/649173981/original.jpg,cc-by-nc,"(c) Jonathan Newman, some rights reserved (CC BY-NC)",antshrike69,Jonathan Newman,2026-04-12,"Kanif, Yap, Micronesia",research,False,9.5273138889,138.0898583333,1536,2048,yes,merkusii/inat-355982939-649173981-antshrike69.jpg,original
Cyrtosperma,360895951,https://www.inaturalist.org/observations/360895951,658584133,https://inaturalist-open-data.s3.amazonaws.com/photos/658584133/original.jpg,cc-by-nc,"(c) Salam Firdaus, some rights reserved (CC BY-NC)",salam_firdaus,Salam Firdaus,2026-05-12,"Tlk. Meranti, Kec. Tlk. Meranti, Kabupaten Pelalawan, Riau, Indonesia",needs_id,False,0.3311118307,102.7241645381,1536,2048,yes,sp/inat-360895951-658584133-salam-firdaus.jpg,original
Cyrtosperma,360895951,https://www.inaturalist.org/observations/360895951,658584197,https://inaturalist-open-data.s3.amazonaws.com/photos/658584197/original.jpg,cc-by-nc,"(c) Salam Firdaus, some rights reserved (CC BY-NC)",salam_firdaus,Salam Firdaus,2026-05-12,"Tlk. Meranti, Kec. Tlk. Meranti, Kabupaten Pelalawan, Riau, Indonesia",needs_id,False,0.3311118307,102.7241645381,1536,2048,yes,sp/inat-360895951-658584197-salam-firdaus.jpg,original
Cyrtosperma,360895951,https://www.inaturalist.org/observations/360895951,658584259,https://inaturalist-open-data.s3.amazonaws.com/photos/658584259/original.jpg,cc-by-nc,"(c) Salam Firdaus, some rights reserved (CC BY-NC)",salam_firdaus,Salam Firdaus,2026-05-12,"Tlk. Meranti, Kec. Tlk. Meranti, Kabupaten Pelalawan, Riau, Indonesia",needs_id,False,0.3311118307,102.7241645381,1536,2048,yes,sp/inat-360895951-658584259-salam-firdaus.jpg,original
Cyrtosperma,360895951,https://www.inaturalist.org/observations/360895951,658584321,https://inaturalist-open-data.s3.amazonaws.com/photos/658584321/original.jpg,cc-by-nc,"(c) Salam Firdaus, some rights reserved (CC BY-NC)",salam_firdaus,Salam Firdaus,2026-05-12,"Tlk. Meranti, Kec. Tlk. Meranti, Kabupaten Pelalawan, Riau, Indonesia",needs_id,False,0.3311118307,102.7241645381,1536,2048,yes,sp/inat-360895951-658584321-salam-firdaus.jpg,original
Cyrtosperma,360895951,https://www.inaturalist.org/observations/360895951,658584390,https://inaturalist-open-data.s3.amazonaws.com/photos/658584390/original.jpg,cc-by-nc,"(c) Salam Firdaus, some rights reserved (CC BY-NC)",salam_firdaus,Salam Firdaus,2026-05-12,"Tlk. Meranti, Kec. Tlk. Meranti, Kabupaten Pelalawan, Riau, Indonesia",needs_id,False,0.3311118307,102.7241645381,2048,1536,yes,sp/inat-360895951-658584390-salam-firdaus.jpg,original
Cyrtosperma,360895951,https://www.inaturalist.org/observations/360895951,658584449,https://inaturalist-open-data.s3.amazonaws.com/photos/658584449/original.jpg,cc-by-nc,"(c) Salam Firdaus, some rights reserved (CC BY-NC)",salam_firdaus,Salam Firdaus,2026-05-12,"Tlk. Meranti, Kec. Tlk. Meranti, Kabupaten Pelalawan, Riau, Indonesia",needs_id,False,0.3311118307,102.7241645381,1536,2048,yes,sp/inat-360895951-658584449-salam-firdaus.jpg,original
Cyrtosperma,360895951,https://www.inaturalist.org/observations/360895951,658584509,https://inaturalist-open-data.s3.amazonaws.com/photos/658584509/original.jpg,cc-by-nc,"(c) Salam Firdaus, some rights reserved (CC BY-NC)",salam_firdaus,Salam Firdaus,2026-05-12,"Tlk. Meranti, Kec. Tlk. Meranti, Kabupaten Pelalawan, Riau, Indonesia",needs_id,False,0.3311118307,102.7241645381,1536,2048,yes,sp/inat-360895951-658584509-salam-firdaus.jpg,original
Cyrtosperma merkusii,361313290,https://www.inaturalist.org/observations/361313290,659387588,https://inaturalist-open-data.s3.amazonaws.com/photos/659387588/original.jpg,cc-by-nc,"(c) Muhammad Iqbal, some rights reserved (CC BY-NC)",iqbal_muhammad,Muhammad Iqbal,2026-05-02,"Pelalawan Regency, Riau, Indonesia",needs_id,False,0.3688610508,102.8278069084,1163,2048,yes,merkusii/inat-361313290-659387588-iqbal-muhammad.jpg,original
Cyrtosperma merkusii,361313290,https://www.inaturalist.org/observations/361313290,659387577,https://inaturalist-open-data.s3.amazonaws.com/photos/659387577/original.jpg,cc-by-nc,"(c) Muhammad Iqbal, some rights reserved (CC BY-NC)",iqbal_muhammad,Muhammad Iqbal,2026-05-02,"Pelalawan Regency, Riau, Indonesia",needs_id,False,0.3688610508,102.8278069084,1189,2048,yes,merkusii/inat-361313290-659387577-iqbal-muhammad.jpg,original
Cyrtosperma merkusii,361313290,https://www.inaturalist.org/observations/361313290,659387595,https://inaturalist-open-data.s3.amazonaws.com/photos/659387595/original.jpg,cc-by-nc,"(c) Muhammad Iqbal, some rights reserved (CC BY-NC)",iqbal_muhammad,Muhammad Iqbal,2026-05-02,"Pelalawan Regency, Riau, Indonesia",needs_id,False,0.3688610508,102.8278069084,1536,2048,yes,merkusii/inat-361313290-659387595-iqbal-muhammad.jpg,original
Cyrtosperma merkusii,361313290,https://www.inaturalist.org/observations/361313290,659386852,https://inaturalist-open-data.s3.amazonaws.com/photos/659386852/original.jpg,cc-by-nc,"(c) Muhammad Iqbal, some rights reserved (CC BY-NC)",iqbal_muhammad,Muhammad Iqbal,2026-05-02,"Pelalawan Regency, Riau, Indonesia",needs_id,False,0.3688610508,102.8278069084,1536,2048,yes,merkusii/inat-361313290-659386852-iqbal-muhammad.jpg,original
Cyrtosperma merkusii,361313290,https://www.inaturalist.org/observations/361313290,659388939,https://inaturalist-open-data.s3.amazonaws.com/photos/659388939/original.jpg,cc-by-nc,"(c) Muhammad Iqbal, some rights reserved (CC BY-NC)",iqbal_muhammad,Muhammad Iqbal,2026-05-02,"Pelalawan Regency, Riau, Indonesia",needs_id,False,0.3688610508,102.8278069084,1377,2048,yes,merkusii/inat-361313290-659388939-iqbal-muhammad.jpg,original
Cyrtosperma,362678033,https://www.inaturalist.org/observations/362678033,661971491,https://inaturalist-open-data.s3.amazonaws.com/photos/661971491/original.jpg,cc-by-nc,"(c) mdoliveira, some rights reserved (CC BY-NC)",mdoliveira,,2026-05-08,"Tanglin, Singapore",casual,False,1.3150638889,103.8145361111,1536,2048,yes,sp/inat-362678033-661971491-mdoliveira.jpg,original
Cyrtosperma,365669943,https://www.inaturalist.org/observations/365669943,667648999,https://inaturalist-open-data.s3.amazonaws.com/photos/667648999/original.jpg,cc-by-nc,"(c) Anisa Ika Sari, some rights reserved (CC BY-NC)",anisa_ika,Anisa Ika Sari,2026-05-23,"43WG+28, Padarni, Kec. Manokwari Bar., Kabupaten Manokwari, Papua Bar. 98312, Indonesia",needs_id,False,-0.8558133333,134.07562,1536,2048,yes,sp/inat-365669943-667648999-anisa-ika.jpg,original
Cyrtosperma,366483212,https://www.inaturalist.org/observations/366483212,669486453,https://inaturalist-open-data.s3.amazonaws.com/photos/669486453/original.jpg,cc-by,"(c) Samuel Lee, some rights reserved (CC BY)",samuel_lee,Samuel Lee,2026-05-29,"Johor, MY",needs_id,True,1.8090053137,103.8965110126,1536,2048,yes,sp/inat-366483212-669486453-samuel-lee.jpg,original
Cyrtosperma,366483212,https://www.inaturalist.org/observations/366483212,669486519,https://inaturalist-open-data.s3.amazonaws.com/photos/669486519/original.jpg,cc-by,"(c) Samuel Lee, some rights reserved (CC BY)",samuel_lee,Samuel Lee,2026-05-29,"Johor, MY",needs_id,True,1.8090053137,103.8965110126,1536,2048,yes,sp/inat-366483212-669486519-samuel-lee.jpg,original
Cyrtosperma,366483212,https://www.inaturalist.org/observations/366483212,669486574,https://inaturalist-open-data.s3.amazonaws.com/photos/669486574/original.jpg,cc-by,"(c) Samuel Lee, some rights reserved (CC BY)",samuel_lee,Samuel Lee,2026-05-29,"Johor, MY",needs_id,True,1.8090053137,103.8965110126,1536,2048,yes,sp/inat-366483212-669486574-samuel-lee.jpg,original
Cyrtosperma merkusii,366660611,https://www.inaturalist.org/observations/366660611,669530108,https://inaturalist-open-data.s3.amazonaws.com/photos/669530108/original.jpg,cc-by-nc,"(c) wako-san, some rights reserved (CC BY-NC)",wako-san,,2026-05-30,"Tyersall Rd, Singapore, SG, SG",needs_id,False,1.3141916667,103.814195,1536,2048,yes,merkusii/inat-366660611-669530108-wako-san.jpg,original
Cyrtosperma merkusii,367640039,https://www.inaturalist.org/observations/367640039,671413552,https://inaturalist-open-data.s3.amazonaws.com/photos/671413552/original.jpg,cc-by-nc,"(c) Mardi, some rights reserved (CC BY-NC)",mardi_,Mardi,2026-06-01,"Sumatra, Kabupaten Pelalawan, Riau, ID",needs_id,False,0.37313,102.8296583333,1536,2048,yes,merkusii/inat-367640039-671413552-mardi.jpg,original
Cyrtosperma merkusii,367640039,https://www.inaturalist.org/observations/367640039,671413589,https://inaturalist-open-data.s3.amazonaws.com/photos/671413589/original.jpg,cc-by-nc,"(c) Mardi, some rights reserved (CC BY-NC)",mardi_,Mardi,2026-06-01,"Sumatra, Kabupaten Pelalawan, Riau, ID",needs_id,False,0.37313,102.8296583333,1536,2048,yes,merkusii/inat-367640039-671413589-mardi.jpg,original
Cyrtosperma merkusii,371578471,https://www.inaturalist.org/observations/371578471,678917115,https://inaturalist-open-data.s3.amazonaws.com/photos/678917115/original.jpg,cc-by,"(c) 呂一起(Lyu yi-chi), some rights reserved (CC BY)",pchi45,呂一起(Lyu yi-chi),2026-06-14,"Bilar, Central Visayas, PH",needs_id,False,9.70597,124.1101138333,2048,1536,yes,merkusii/inat-371578471-678917115-pchi45.jpg,original
